"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         328,      -9.494622373,      -7.521158724,      -6.883101643,      -4.015049691
          0,           0,         329,      -9.506628509,      -7.514267964,      -6.898989764,      -4.026855035
          0,           0,         330,      -9.523675098,      -7.524719621,      -6.918347034,      -4.043728668
          0,           0,         331,      -9.543778607,      -7.552519579,      -6.938087311,      -4.063766169
          0,           0,         332,      -9.563231413,      -7.592612073,      -6.954222668,      -4.083293193
          0,           0,         333,      -9.578307225,      -7.634309226,      -6.964475426,       -4.09856165
          0,           0,         334,      -9.587564296,      -7.661050452,      -6.969832529,      -4.108028254
          0,           0,         335,      -9.591721644,      -7.663036847,       -6.97280727,      -4.112311666
          0,           0,         336,      -9.594327057,      -7.646852479,      -6.977224539,      -4.114910036
          0,           0,         337,      -9.599635865,       -7.62800689,      -6.986221642,      -4.120089316
          0,           0,         338,      -9.610362897,      -7.618774622,      -7.001021976,      -4.130619682
          0,           0,         339,      -9.626322357,      -7.626117061,      -7.019731197,      -4.146396184
          0,           0,         340,      -9.645741775,      -7.651023128,      -7.039361723,      -4.165730083
          0,           0,         341,      -9.665314914,      -7.689295894,      -7.056115577,      -4.185355041
          0,           0,         342,      -9.681133404,      -7.731443759,      -7.067190422,      -4.201352539
          0,           0,         343,      -9.691374029,      -7.761430169,      -7.073153608,      -4.211808086
          0,           0,         344,      -9.696248709,      -7.767242321,      -7.076246063,      -4.216827245
          0,           0,         345,      -9.698787061,      -7.752718688,      -7.080109132,      -4.219380312
          0,           0,         346,      -9.703210377,      -7.732827749,      -7.088081399,      -4.223689401
          0,           0,         347,      -9.712684225,      -7.720782575,      -7.101831497,      -4.232969114
          0,           0,         348,      -9.727686733,      -7.724376435,      -7.120148084,      -4.247773453
          0,           0,         349,      -9.746628678,      -7.745849761,      -7.140041402,      -4.266601596
          0,           0,         350,      -9.766604865,      -7.782136805,       -7.15787831,      -4.286600121
          0,           0,         351,      -9.783568025,      -7.825053206,      -7.170290261,      -4.303724472
          0,           0,         352,      -9.795144516,      -7.859579264,      -7.177159571,      -4.315524776
          0,           0,         353,       -9.80109214,      -7.871130405,      -7.180539503,      -4.321644458
          0,           0,         354,      -9.803802852,      -7.859673117,      -7.183857039,      -4.324401847
          0,           0,         355,      -9.807421947,       -7.83905608,      -7.190712371,       -4.32792969
          0,           0,         356,      -9.815568465,       -7.82383417,      -7.203252427,      -4.335887783
          0,           0,         357,      -9.829515629,      -7.822956404,      -7.221112087,      -4.349620874
          0,           0,         358,      -9.847955878,      -7.840147988,      -7.241376984,      -4.367912248
          0,           0,         359,       -9.86840138,      -7.873672234,      -7.260586191,      -4.388340972
          0,           0,         360,      -9.886804695,      -7.916834417,      -7.274865207,      -4.406877508
          0,           0,         361,      -9.900093866,      -7.956352348,      -7.283093541,      -4.420395385
          0,           0,         362,      -9.907551145,       -7.97551249,      -7.287079453,      -4.428057646
          0,           0,         363,      -9.910779479,      -7.969236756,      -7.289956365,      -4.431375258
          0,           0,         364,      -9.913749254,      -7.948936733,       -7.29559062,      -4.434287873
          0,           0,         365,      -9.920488577,      -7.930521485,      -7.306669455,      -4.440852541
          0,           0,         366,      -9.933100912,       -7.92461135,      -7.323712829,      -4.453239669
          0,           0,         367,      -9.950817996,      -7.936559631,      -7.344190263,      -4.470770432
          0,           0,         368,      -9.971543014,      -7.966136096,      -7.364786912,      -4.491430263
          0,           0,         369,      -9.991472101,      -8.008307308,      -7.381337948,      -4.511450926
          0,           0,         370,      -10.00681132,      -8.052095156,      -7.391493609,      -4.527011303
          0,           0,         371,       -10.0162236,      -8.080046246,      -7.396536486,      -4.536660146
          0,           0,         372,      -10.02045827,      -8.081491186,      -7.399256631,      -4.541034786
          0,           0,         373,      -10.02307936,      -8.063432822,      -7.403666247,      -4.543645543
          0,           0,         374,      -10.02840018,      -8.042396608,      -7.413034774,      -4.548817899
          0,           0,         375,      -10.03932431,      -8.031243172,      -7.428715819,      -4.559515389
          0,           0,         376,      -10.05596423,      -8.037064832,      -7.449020655,      -4.575935205
          0,           0,         377,      -10.07655875,       -8.06139718,       -7.47071646,      -4.596410254
          0,           0,         378,      -10.09781642,      -8.100948162,      -7.489677952,      -4.617704485
          0,           0,         379,      -10.11542301,      -8.147180952,      -7.502355738,      -4.635505245
          0,           0,         380,      -10.12716679,      -8.183830434,      -7.508997645,      -4.647507146
          0,           0,         381,       -10.1330144,      -8.195363418,      -7.512053823,        -4.6535481
          0,           0,         382,       -10.1357491,      -8.182315145,      -7.515410695,      -4.656331231
          0,           0,         383,        -10.139777,      -8.160032566,       -7.52290025,      -4.660251888
          0,           0,         384,      -10.14874544,      -8.143891506,      -7.536674915,       -4.66900551
          0,           0,         385,      -10.16387651,      -8.142988793,       -7.55623412,      -4.683892836
          0,           0,         386,      -10.18381059,      -8.160932371,      -7.578500403,      -4.703653193
          0,           0,         387,      -10.20591342,       -8.19615627,      -7.599660566,      -4.725727896
          0,           0,         388,      -10.22578351,      -8.242380573,      -7.615319372,      -4.745743161
          0,           0,         389,      -10.24013133,      -8.286136076,      -7.624165128,      -4.760351578
          0,           0,         390,      -10.24819984,      -8.309142649,      -7.628201649,      -4.768661748
          0,           0,         391,      -10.25165456,      -8.304331834,      -7.630890536,      -4.772231625
          0,           0,         392,       -10.2547298,      -8.283115265,      -7.636505497,      -4.775255964
          0,           0,         393,      -10.26169237,      -8.262827145,      -7.648010328,      -4.782031214
          0,           0,         394,      -10.27485522,        -8.2551082,      -7.666108744,      -4.794942079
          0,           0,         395,      -10.29359178,      -8.265809772,      -7.688298412,      -4.813457731
          0,           0,         396,      -10.31585505,      -8.295160542,      -7.711107139,      -4.835624305
          0,           0,         397,       -10.3376728,      -8.338923894,      -7.729873844,      -4.857519934
          0,           0,         398,        -10.354771,      -8.386978804,       -7.74154668,      -4.874855234
          0,           0,         399,      -10.36552107,      -8.421168902,      -7.747248174,      -4.885880966
          0,           0,         400,      -10.37043289,       -8.42752022,      -7.749892943,      -4.890975564
          0,           0,         401,       -10.3731349,      -8.410582247,      -7.753885681,      -4.893695751
          0,           0,         402,      -10.37825618,      -8.387760769,       -7.76296918,      -4.898674514
          0,           0,         403,      -10.38908292,      -8.373732804,      -7.778894083,      -4.909258832
          0,           0,         404,      -10.40614145,      -8.376680456,      -7.800329335,      -4.926062977
          0,           0,         405,      -10.42782618,      -8.398958902,      -7.824007615,      -4.947585105
          0,           0,         406,      -10.45095045,      -8.438204758,      -7.845566393,      -4.970710014
          0,           0,         407,      -10.47075672,       -8.48722533,      -7.860578354,      -4.990702023
          0,           0,         408,      -10.48443942,      -8.530512025,      -7.868594082,       -5.00467118
          0,           0,         409,      -10.49156698,      -8.549717684,      -7.872000903,      -5.012041406
          0,           0,         410,      -10.49463102,      -8.540748403,      -7.874864225,      -5.015200427
          0,           0,         411,      -10.49829383,      -8.517907852,      -7.881581486,      -5.018781965
          0,           0,         412,      -10.50668883,      -8.498658777,      -7.894864583,       -5.02696198
          0,           0,         413,      -10.52163344,      -8.493841592,      -7.914822809,      -5.041637577
          0,           0,         414,      -10.54207941,      -8.508294635,      -7.938530115,      -5.061864708
          0,           0,         415,      -10.56566106,      -8.541432042,      -7.962177436,      -5.085368459
          0,           0,         416,      -10.58783639,      -8.588353195,      -7.980704644,      -5.107655824
          0,           0,         417,      -10.60452636,      -8.637382347,      -7.991636951,      -5.124613835
          0,           0,         418,      -10.61445331,      -8.669200859,      -7.996631286,      -5.134826516
          0,           0,         419,      -10.61869702,      -8.671502294,        -7.9990719,       -5.13924185
          0,           0,         420,       -10.6215332,      -8.651994224,      -8.003730561,      -5.142070817
          0,           0,         421,      -10.62770688,      -8.629260081,      -8.014241294,      -5.148074557
          0,           0,         422,      -10.64016726,      -8.617313979,      -8.031986363,      -5.160272113
          0,           0,         423,      -10.65886935,      -8.623595739,      -8.054963738,      -5.178714802
          0,           0,         424,      -10.68203453,      -8.649488801,      -8.079768872,      -5.201729356
          0,           0,         425,      -10.70589549,      -8.692008273,      -8.101489319,      -5.225617689
          0,           0,         426,      -10.72551084,      -8.743005531,      -8.115841658,      -5.245452419
          0,           0,         427,      -10.73851221,      -8.785219821,      -8.123121603,      -5.258757738
          0,           0,         428,      -10.74477732,      -8.800734226,      -8.126025785,      -5.265261708
          0,           0,         429,      -10.74759561,      -8.788359657,       -8.12918133,      -5.268154023
          0,           0,         430,      -10.75195741,      -8.764637538,      -8.137028557,      -5.272407364
          0,           0,         431,      -10.76178084,       -8.74678298,      -8.152009242,      -5.281993396
          0,           0,         432,       -10.7783505,      -8.744945307,      -8.173571904,      -5.298283275
          0,           0,         433,      -10.80035367,      -8.762935797,       -8.19857015,      -5.320074385
          0,           0,         434,      -10.82498194,      -8.799499998,      -8.222719701,      -5.344646131
          0,           0,         435,      -10.84719923,      -8.849062352,      -8.240712379,      -5.367009441
          0,           0,         436,      -10.86329757,      -8.898178433,      -8.250830851,       -5.38340023
          0,           0,         437,      -10.87225988,      -8.926868045,      -8.255104252,      -5.392650973
          0,           0,         438,      -10.87590844,      -8.925050961,      -8.257489882,      -5.396454156
          0,           0,         439,      -10.87906352,      -8.903532177,      -8.262990463,      -5.399574644
          0,           0,         440,      -10.88642811,      -8.881494267,      -8.275029388,      -5.406744222
          0,           0,         441,      -10.90053952,      -8.872149378,      -8.294501825,      -5.420577222
          0,           0,         442,      -10.92083558,      -8.882014837,      -8.318855008,      -5.440616103
          0,           0,         443,      -10.94527971,      -8.911593651,       -8.34443145,      -5.464927953
          0,           0,         444,       -10.9694597,      -8.957231427,      -8.365807815,      -5.489168197
          0,           0,         445,      -10.98851244,      -9.009393939,      -8.379190829,      -5.508471905
          0,           0,         446,      -11.00051222,      -9.049256174,      -8.385572369,      -5.520785235
          0,           0,         447,      -11.00582356,      -9.060119202,       -8.38805413,        -5.5263223
          0,           0,         448,      -11.00854631,      -9.044364065,      -8.391744441,      -5.529090775
          0,           0,         449,      -11.01385497,      -9.020417262,      -8.400965749,      -5.534261772
          0,           0,         450,      -11.02530885,      -9.004742775,       -8.41776812,      -5.545458503
          0,           0,         451,      -11.04353067,       -9.00659449,       -8.44080713,      -5.563397596
          0,           0,         452,       -11.0669785,      -9.028592368,      -8.466782012,      -5.586649935
          0,           0,         453,      -11.09222735,      -9.068745933,       -8.49081636,      -5.611873802
          0,           0,         454,      -11.11392896,      -9.120488878,      -8.507679446,      -5.633760299
          0,           0,         455,      -11.12896665,      -9.168233974,      -8.516667999,      -5.649108661
          0,           0,         456,      -11.13664676,      -9.192053318,      -8.520142864,      -5.657068261
          0,           0,         457,      -11.13976392,       -9.18533939,      -8.522727823,      -5.660310828
          0,           0,         458,      -11.14354036,      -9.162272558,      -8.529423239,      -5.664018414
          0,           0,         459,      -11.15240815,      -9.141870538,      -8.543275984,      -5.672666263
          0,           0,         460,      -11.16828032,      -9.136196592,      -8.564419947,      -5.688251089
          0,           0,         461,      -11.19014453,      -9.150445417,      -8.589894817,      -5.709872065
          0,           0,         462,      -11.21549702,      -9.184183955,      -8.615594442,      -5.735123812
          0,           0,         463,      -11.23929921,      -9.232877261,      -8.635778067,      -5.759030678
          0,           0,         464,      -11.25717418,      -9.284863156,      -8.647681882,      -5.777185939
          0,           0,         465,      -11.26762427,      -9.320108226,      -8.652892601,       -5.78794701
          0,           0,         466,      -11.27189671,       -9.32463337,      -8.655144609,       -5.79241596
          0,           0,         467,      -11.27480124,      -9.305487471,      -8.659784688,       -5.79532608
          0,           0,         468,      -11.28140853,       -9.28228522,      -8.670748858,       -5.80176327
          0,           0,         469,      -11.29474584,      -9.270081181,       -8.68947864,      -5.814827711
          0,           0,         470,      -11.31464475,      -9.276733236,      -8.713772636,      -5.834453532
          0,           0,         471,      -11.33925244,       -9.30355348,      -8.740104854,       -5.85889812
          0,           0,         472,      -11.36438096,      -9.347549693,      -8.763018843,      -5.884049507
          0,           0,         473,      -11.38476439,       -9.40044987,      -8.777976307,      -5.904660347
          0,           0,         474,      -11.39804598,      -9.444360827,      -8.785404634,      -5.918259731
          0,           0,         475,      -11.40411922,       -9.46075157,      -8.788115541,      -5.924585205
          0,           0,         476,       -11.4068743,      -9.448357918,      -8.791301357,      -5.927419589
          0,           0,         477,      -11.41167634,      -9.424602252,      -8.799655149,      -5.932110682
          0,           0,         478,      -11.42243491,      -9.407238162,      -8.815616514,       -5.94262609
          0,           0,         479,      -11.44013877,       -9.40670598,      -8.838229576,      -5.960045263
          0,           0,         480,      -11.46338366,      -9.426435363,      -8.864293229,      -5.983078772
          0,           0,         481,      -11.48894152,      -9.464861603,      -8.889049829,      -6.008586512
          0,           0,         482,      -11.51139081,      -9.516049795,       -8.90696494,      -6.031195747
          0,           0,         483,      -11.52726725,      -9.565419563,      -8.916814849,      -6.047373424
          0,           0,         484,      -11.53559133,      -9.592780823,      -8.920691447,      -6.055986405
          0,           0,         485,      -11.53888124,      -9.589239974,      -8.923097273,      -6.059422333
          0,           0,         486,      -11.54238546,      -9.567270939,       -8.92921403,      -6.062879556
          0,           0,         487,      -11.55076601,      -9.546335734,      -8.942356687,      -6.071056521
          0,           0,         488,      -11.56613589,      -9.539347908,      -8.962898668,      -6.086147357
          0,           0,         489,      -11.58759859,       -9.55214314,      -8.987988676,      -6.107365602
          0,           0,         490,      -11.61277204,      -9.584570234,      -9.013640185,      -6.132428596
          0,           0,         491,      -11.63668128,      -9.632286254,      -9.034117205,       -6.15642594
          0,           0,         492,      -11.65481315,      -9.684140762,      -9.046425209,      -6.174823827
          0,           0,         493,      -11.66554447,      -9.720478218,      -9.051937004,      -6.185860174
          0,           0,         494,      -11.66990994,      -9.726699734,      -9.054203394,      -6.190426579
          0,           0,         495,      -11.67270246,      -9.708739466,      -9.058587991,      -6.193235224
          0,           0,         496,      -11.67904448,      -9.685895363,      -9.069094676,      -6.199420262
          0,           0,         497,      -11.69203105,      -9.673494958,      -9.087273015,      -6.212146364
          0,           0,         498,      -11.71151433,      -9.679749197,      -9.110939032,      -6.231366918
          0,           0,         499,      -11.73566096,      -9.706022857,      -9.136642572,      -6.255355978
          0,           0,         500,      -11.76032681,      -9.749307085,      -9.159032652,       -6.28004319
          0,           0,         501,      -11.78033911,      -9.801218734,      -9.173717811,      -6.300272855
          0,           0,         502,      -11.79331458,      -9.844052865,      -9.181055389,      -6.313551749
          0,           0,         503,      -11.79920002,      -9.859831992,      -9.183781609,      -6.319677558
          0,           0,         504,      -11.80186762,      -9.847634425,      -9.186968697,      -6.322419662
          0,           0,         505,      -11.80659502,      -9.824564483,       -9.19519841,      -6.327039929
          0,           0,         506,      -11.81722924,      -9.807982959,      -9.210829939,      -6.337441793
          0,           0,         507,      -11.83465144,      -9.808170805,      -9.232801985,      -6.354595651
          0,           0,         508,      -11.85734477,      -9.828382225,      -9.257904636,      -6.377096404
          0,           0,         509,      -11.88206489,      -9.866778975,      -9.281461295,      -6.401781001
          0,           0,         510,      -11.90355117,      -9.916961384,      -9.298312696,      -6.423428856
          0,           0,         511,      -11.91849679,      -9.963913841,        -9.3075003,       -6.43866179
          0,           0,         512,      -11.92619442,      -9.988239468,      -9.311161545,      -6.446624297
          0,           0,         513,      -11.92918697,      -9.982904552,      -9.313665673,      -6.449741884
          0,           0,         514,       -11.9327572,      -9.961178167,      -9.319995162,      -6.453255167
          0,           0,         515,      -11.94122766,      -9.941621043,      -9.333123729,      -6.461526706
          0,           0,         516,      -11.95654754,      -9.936381225,       -9.35322421,      -6.476583354
          0,           0,         517,      -11.97756495,       -9.95076811,      -9.377294969,      -6.497383378
          0,           0,         518,      -12.00177319,      -9.984110017,      -9.401339949,      -6.521508781
